old_path,language,legacy_slug,canonical_slug,proposed_new_path,legacy_opposite_path,legacy_pair_exists
en/car-basic-wifi-ap-sta.html,en,car-basic-wifi-ap-sta,car-basic-wifi-ap-sta,courses/en/car-basic-wifi-ap-sta.html,zh-TW/car-basic-wifi-ap-sta.html,yes
zh-TW/car-basic-wifi-ap-sta.html,zh-TW,car-basic-wifi-ap-sta,car-basic-wifi-ap-sta,courses/zh-TW/car-basic-wifi-ap-sta.html,en/car-basic-wifi-ap-sta.html,yes
en/car-starter-ble-async.html,en,car-starter-ble-async,car-starter-ble-async,courses/en/car-starter-ble-async.html,zh-TW/car-starter-ble-async.html,yes
zh-TW/car-starter-ble-async.html,zh-TW,car-starter-ble-async,car-starter-ble-async,courses/zh-TW/car-starter-ble-async.html,en/car-starter-ble-async.html,yes
en/car-starter-ble-security.html,en,car-starter-ble-security,car-starter-ble-security,courses/en/car-starter-ble-security.html,zh-TW/car-starter-ble-security.html,yes
zh-TW/car-starter-ble-security.html,zh-TW,car-starter-ble-security,car-starter-ble-security,courses/zh-TW/car-starter-ble-security.html,en/car-starter-ble-security.html,yes
en/car-starter-canvas-joystick.html,en,car-starter-canvas-joystick,car-starter-canvas-joystick,courses/en/car-starter-canvas-joystick.html,zh-TW/car-starter-canvas-joystick.html,yes
zh-TW/car-starter-canvas-joystick.html,zh-TW,car-starter-canvas-joystick,car-starter-canvas-joystick,courses/zh-TW/car-starter-canvas-joystick.html,en/car-starter-canvas-joystick.html,yes
en/car-starter-control-panel.html,en,car-starter-control-panel,car-starter-control-panel,courses/en/car-starter-control-panel.html,zh-TW/car-starter-control-panel.html,yes
zh-TW/car-starter-control-panel.html,zh-TW,car-starter-control-panel,car-starter-control-panel,courses/zh-TW/car-starter-control-panel.html,en/car-starter-control-panel.html,yes
en/car-starter-data-json.html,en,car-starter-data-json,car-starter-data-json,courses/en/car-starter-data-json.html,zh-TW/car-starter-data-json.html,yes
zh-TW/car-starter-data-json.html,zh-TW,car-starter-data-json,car-starter-data-json,courses/zh-TW/car-starter-data-json.html,en/car-starter-data-json.html,yes
en/car-starter-flexbox-layout.html,en,car-starter-flexbox-layout,car-starter-flexbox-layout,courses/en/car-starter-flexbox-layout.html,zh-TW/car-starter-flexbox-layout.html,yes
zh-TW/car-starter-flexbox-layout.html,zh-TW,car-starter-flexbox-layout,car-starter-flexbox-layout,courses/zh-TW/car-starter-flexbox-layout.html,en/car-starter-flexbox-layout.html,yes
en/car-starter-flow-logic.html,en,car-starter-flow-logic,car-starter-flow-logic,courses/en/car-starter-flow-logic.html,zh-TW/car-starter-flow-logic.html,yes
zh-TW/car-starter-flow-logic.html,zh-TW,car-starter-flow-logic,car-starter-flow-logic,courses/zh-TW/car-starter-flow-logic.html,en/car-starter-flow-logic.html,yes
en/car-starter-html5-basics.html,en,car-starter-html5-basics,car-starter-html5-basics,courses/en/car-starter-html5-basics.html,zh-TW/car-starter-html5-basics.html,yes
zh-TW/car-starter-html5-basics.html,zh-TW,car-starter-html5-basics,car-starter-html5-basics,courses/zh-TW/car-starter-html5-basics.html,en/car-starter-html5-basics.html,yes
en/car-starter-joystick-math.html,en,car-starter-joystick-math,car-starter-joystick-math,courses/en/car-starter-joystick-math.html,zh-TW/car-starter-joystick-math.html,yes
zh-TW/car-starter-joystick-math.html,zh-TW,car-starter-joystick-math,car-starter-joystick-math,courses/zh-TW/car-starter-joystick-math.html,en/car-starter-joystick-math.html,yes
en/car-starter-long-press.html,en,car-starter-long-press,car-starter-long-press,courses/en/car-starter-long-press.html,zh-TW/car-starter-long-press.html,yes
zh-TW/car-starter-long-press.html,zh-TW,car-starter-long-press,car-starter-long-press,courses/zh-TW/car-starter-long-press.html,en/car-starter-long-press.html,yes
en/car-starter-prevent-default.html,en,car-starter-prevent-default,car-starter-prevent-default,courses/en/car-starter-prevent-default.html,zh-TW/car-starter-prevent-default.html,yes
zh-TW/car-starter-prevent-default.html,zh-TW,car-starter-prevent-default,car-starter-prevent-default,courses/zh-TW/car-starter-prevent-default.html,en/car-starter-prevent-default.html,yes
en/car-starter-touch-basics.html,en,car-starter-touch-basics,car-starter-touch-basics,courses/en/car-starter-touch-basics.html,zh-TW/car-starter-touch-basics.html,yes
zh-TW/car-starter-touch-basics.html,zh-TW,car-starter-touch-basics,car-starter-touch-basics,courses/zh-TW/car-starter-touch-basics.html,en/car-starter-touch-basics.html,yes
en/car-starter-touch-vs-mouse.html,en,car-starter-touch-vs-mouse,car-starter-touch-vs-mouse,courses/en/car-starter-touch-vs-mouse.html,zh-TW/car-starter-touch-vs-mouse.html,yes
zh-TW/car-starter-touch-vs-mouse.html,zh-TW,car-starter-touch-vs-mouse,car-starter-touch-vs-mouse,courses/zh-TW/car-starter-touch-vs-mouse.html,en/car-starter-touch-vs-mouse.html,yes
en/car-starter-typed-arrays.html,en,car-starter-typed-arrays,car-starter-typed-arrays,courses/en/car-starter-typed-arrays.html,zh-TW/car-starter-typed-arrays.html,yes
zh-TW/car-starter-typed-arrays.html,zh-TW,car-starter-typed-arrays,car-starter-typed-arrays,courses/zh-TW/car-starter-typed-arrays.html,en/car-starter-typed-arrays.html,yes
en/car-starter-ui-ux-standards.html,en,car-starter-ui-ux-standards,car-starter-ui-ux-standards,courses/en/car-starter-ui-ux-standards.html,zh-TW/car-starter-ui-ux-standards.html,yes
zh-TW/car-starter-ui-ux-standards.html,zh-TW,car-starter-ui-ux-standards,car-starter-ui-ux-standards,courses/zh-TW/car-starter-ui-ux-standards.html,en/car-starter-ui-ux-standards.html,yes
en/common-agent-mode.html,en,common-agent-mode,common-agent-mode,courses/en/common-agent-mode.html,zh-TW/common-agent-mode.html,yes
zh-TW/common-agent-mode.html,zh-TW,common-agent-mode,common-agent-mode,courses/zh-TW/common-agent-mode.html,en/common-agent-mode.html,yes
en/common-developer-identity.html,en,common-developer-identity,common-developer-identity,courses/en/common-developer-identity.html,zh-TW/common-developer-identity.html,yes
zh-TW/common-developer-identity.html,zh-TW,common-developer-identity,common-developer-identity,courses/zh-TW/common-developer-identity.html,en/common-developer-identity.html,yes
en/common-github-classroom.html,en,common-github-classroom,common-github-classroom,courses/en/common-github-classroom.html,zh-TW/common-github-classroom.html,yes
zh-TW/common-github-classroom.html,zh-TW,common-github-classroom,common-github-classroom,courses/zh-TW/common-github-classroom.html,en/common-github-classroom.html,yes
en/common-motor-ramping.html,en,common-motor-ramping,common-motor-ramping,courses/en/common-motor-ramping.html,zh-TW/common-motor-ramping.html,yes
zh-TW/common-motor-ramping.html,zh-TW,common-motor-ramping,common-motor-ramping,courses/zh-TW/common-motor-ramping.html,en/common-motor-ramping.html,yes
en/common-vibe-coding.html,en,common-vibe-coding,common-vibe-coding,courses/en/common-vibe-coding.html,zh-TW/common-vibe-coding.html,yes
zh-TW/common-vibe-coding.html,zh-TW,common-vibe-coding,common-vibe-coding,courses/zh-TW/common-vibe-coding.html,en/common-vibe-coding.html,yes
en/common-vscode-online.html,en,common-vscode-online,common-vscode-online,courses/en/common-vscode-online.html,zh-TW/common-vscode-online.html,yes
zh-TW/common-vscode-online.html,zh-TW,common-vscode-online,common-vscode-online,courses/zh-TW/common-vscode-online.html,en/common-vscode-online.html,yes
en/common-vscode-setup.html,en,common-vscode-setup,common-vscode-setup,courses/en/common-vscode-setup.html,zh-TW/common-vscode-setup.html,yes
zh-TW/common-vscode-setup.html,zh-TW,common-vscode-setup,common-vscode-setup,courses/zh-TW/common-vscode-setup.html,en/common-vscode-setup.html,yes
en/common-web-agents.html,en,common-web-agents,common-web-agents,courses/en/common-web-agents.html,zh-TW/common-web-agents.html,yes
zh-TW/common-web-agents.html,zh-TW,common-web-agents,common-web-agents,courses/zh-TW/common-web-agents.html,en/common-web-agents.html,yes
en/common-wifi-setup.html,en,common-wifi-setup,common-wifi-setup,courses/en/common-wifi-setup.html,zh-TW/common-wifi-setup.html,yes
zh-TW/common-wifi-setup.html,zh-TW,common-wifi-setup,common-wifi-setup,courses/zh-TW/common-wifi-setup.html,en/common-wifi-setup.html,yes
